latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-1.568,105.9281,333.1,1,1,2023/10/13,651,Aqua,MODIS,85,61.03,306.3,21.8,D,0
-2.3026,106.0885,304,1,1,2023/10/14,1501,Terra,MODIS,56,61.03,292.5,4.9,N,0
-2.4315,106.1562,314.5,1,1,2023/10/14,1501,Terra,MODIS,89,61.03,281.7,13.6,N,0
-2.4302,106.1653,341.3,1,1,2023/10/14,1501,Terra,MODIS,100,61.03,282,48.5,N,0
-2.6883,105.9656,311.9,1,1,2023/10/14,1501,Terra,MODIS,84,61.03,289.6,10.5,N,0
-2.7065,106.0616,313.7,2.6,1.5,2023/10/15,322,Terra,MODIS,66,61.03,294.2,25.2,D,0
-1.7459,106.0216,321.6,1.4,1.2,2023/10/15,636,Aqua,MODIS,67,61.03,301.4,13.5,D,0
-1.9257,105.2396,340.8,1.6,1.3,2023/10/15,636,Aqua,MODIS,90,61.03,298.6,71.8,D,0
-2.1785,105.8711,317.4,1.5,1.2,2023/10/15,636,Aqua,MODIS,37,61.03,299.2,13.7,D,0
-2.7473,105.9632,321.4,2.2,1.4,2023/10/16,718,Aqua,MODIS,63,61.03,298.6,35.2,D,0
-2.0487,105.4514,329.9,1.1,1.1,2023/10/17,306,Terra,MODIS,82,61.03,298.2,24.5,D,0
-2.7882,105.9957,313.7,2.9,1.6,2023/10/17,621,Aqua,MODIS,55,61.03,293.7,30.5,D,0
-2.7919,105.9699,314.7,2.9,1.6,2023/10/17,621,Aqua,MODIS,0,61.03,294.2,32.6,D,0
-2.4158,106.2516,336.9,2.8,1.6,2023/10/17,621,Aqua,MODIS,83,61.03,294.3,141.5,D,0
-2.4017,106.2496,317.1,2.8,1.6,2023/10/17,621,Aqua,MODIS,36,61.03,293.9,37.7,D,0
-2.3553,106.1686,314,2.8,1.6,2023/10/17,621,Aqua,MODIS,60,61.03,294,23.1,D,0
-2.405,106.2525,306.6,2.6,1.6,2023/10/17,1525,Terra,MODIS,69,61.03,290.4,22.7,N,0
-2.4031,106.2599,305.8,1,1,2023/10/17,1843,Aqua,MODIS,37,61.03,277.3,8.2,N,0
-2.6739,106.5935,307.6,1,1,2023/10/17,1843,Aqua,MODIS,70,61.03,287.7,8.3,N,0
-2.4036,106.2526,308.5,1.3,1.1,2023/10/19,1508,Terra,MODIS,75,61.03,288.5,10.6,N,0
-1.8674,106.0413,317,1,1,2023/10/21,1452,Terra,MODIS,94,61.03,290.1,14.6,N,0
-2.5941,106.4146,312.5,1.8,1.3,2023/10/22,313,Terra,MODIS,63,61.03,292.4,15.3,D,0
-2.6855,105.9249,311,1.7,1.3,2023/10/22,313,Terra,MODIS,27,61.03,280.7,15.3,D,0
-2.6968,105.9234,315.4,1.7,1.3,2023/10/22,313,Terra,MODIS,0,61.03,278.8,24.1,D,0
-2.7151,106.4498,324,1.6,1.2,2023/10/22,633,Aqua,MODIS,77,61.03,293.1,34.7,D,0
-2.7147,106.4445,325.2,1.6,1.2,2023/10/22,633,Aqua,MODIS,48,61.03,292.9,33.4,D,0
-2.3397,106.1032,313.8,1.7,1.3,2023/10/22,633,Aqua,MODIS,50,61.03,294.4,12.2,D,0
-2.7936,106.4677,316.6,1.6,1.2,2023/10/22,633,Aqua,MODIS,62,61.03,284.7,20.9,D,0
-2.4146,106.2838,324.1,1,1,2023/10/24,256,Terra,MODIS,63,61.03,297.8,13.4,D,0
-2.737,106.6006,316.6,1,1,2023/10/24,256,Terra,MODIS,52,61.03,297.8,7.2,D,0
-3.0369,106.6342,316,1,1,2023/10/24,256,Terra,MODIS,57,61.03,298,7.4,D,0
-2.9434,106.4383,318.7,3.2,1.7,2023/10/24,618,Aqua,MODIS,64,61.03,292.3,64.4,D,0
-2.42,106.2718,314.2,3.2,1.7,2023/10/24,618,Aqua,MODIS,40,61.03,291.7,32.3,D,0
-2.5466,106.6664,314.3,3,1.7,2023/10/24,618,Aqua,MODIS,0,61.03,293.6,27.3,D,0
-3.0073,106.6034,318,1.1,1.1,2023/10/25,700,Aqua,MODIS,63,61.03,301,7.2,D,0
-3.0855,106.5323,328.6,1.1,1.1,2023/10/25,700,Aqua,MODIS,60,61.03,301.7,20.3,D,0
-2.87,106.4164,321.5,1.1,1.1,2023/10/25,700,Aqua,MODIS,70,61.03,299.8,13.2,D,0
-2.7844,106.0016,329.3,1.1,1,2023/10/25,700,Aqua,MODIS,78,61.03,299.8,20,D,0
-2.7765,105.9907,323.8,1.1,1,2023/10/25,700,Aqua,MODIS,52,61.03,299.4,13.2,D,0
-2.7779,105.9811,328.1,1.1,1,2023/10/25,700,Aqua,MODIS,79,61.03,300.7,18.9,D,0
-2.6563,106.4853,345.6,1.1,1.1,2023/10/25,700,Aqua,MODIS,92,61.03,300.4,53.1,D,0
-2.6578,106.4751,344,1.1,1.1,2023/10/25,700,Aqua,MODIS,91,61.03,300.2,49.4,D,0
-2.6469,106.4838,323.2,1.1,1.1,2023/10/25,700,Aqua,MODIS,73,61.03,299.2,15,D,0
-2.642,106.3542,324.7,1.1,1.1,2023/10/25,700,Aqua,MODIS,75,61.03,298.1,18.8,D,0
-2.6434,106.3443,314.1,1.1,1.1,2023/10/25,700,Aqua,MODIS,25,61.03,297.1,7.5,D,0
-2.1274,105.9607,328.7,1.1,1,2023/10/25,700,Aqua,MODIS,0,61.03,291.3,27.8,D,0
-2.0708,106.1523,343.3,1.1,1.1,2023/10/25,700,Aqua,MODIS,0,61.03,304.1,47.2,D,0
-2.0615,106.1509,335.2,1.1,1.1,2023/10/25,700,Aqua,MODIS,0,61.03,301.8,32,D,0
-2.1291,105.3097,320.1,1,1,2023/10/25,700,Aqua,MODIS,46,61.03,300.1,8.5,D,0
-2.112,105.3637,325.6,1,1,2023/10/25,700,Aqua,MODIS,59,61.03,303.5,14.7,D,0
-2.1133,105.3545,319.7,1,1,2023/10/25,700,Aqua,MODIS,54,61.03,301.1,7.8,D,0
-1.9846,106.0426,323.2,1.1,1,2023/10/25,700,Aqua,MODIS,63,61.03,298.7,14.1,D,0
-2.9241,106.4821,319.8,1.1,1.1,2023/10/25,700,Aqua,MODIS,67,61.03,300.7,10.3,D,0
-2.9436,106.5468,316.3,1.1,1.1,2023/10/25,700,Aqua,MODIS,58,61.03,300,6,D,0
-3.0088,106.5932,325.7,1.1,1.1,2023/10/25,700,Aqua,MODIS,76,61.03,301.6,16.8,D,0
-3.0903,106.5397,319.8,1.1,1.1,2023/10/25,700,Aqua,MODIS,0,61.03,300.5,8.8,D,0
-3.0918,106.5296,321.6,1.1,1.1,2023/10/25,700,Aqua,MODIS,53,61.03,300.9,11.3,D,0
-2.7596,106.4163,306.2,1,1,2023/10/26,1458,Terra,MODIS,67,61.03,292.9,5.8,N,0
-2.7583,106.4253,308.1,1,1,2023/10/26,1458,Terra,MODIS,73,61.03,293.5,7,N,0
-2.7342,106.597,301,1,1,2023/10/26,1458,Terra,MODIS,35,61.03,289,3,N,0
-2.8856,106.2394,313.2,1,1,2023/10/26,1458,Terra,MODIS,87,61.03,292.7,11.1,N,0
-2.8479,106.5084,304.8,1,1,2023/10/26,1458,Terra,MODIS,62,61.03,288.3,5.9,N,0
-2.6791,106.4628,312.5,1,1,2023/10/26,1459,Terra,MODIS,85,61.03,294.7,9.6,N,0
-2.6381,106.3012,313.1,1,1,2023/10/26,1459,Terra,MODIS,86,61.03,295.1,10.3,N,0
-2.6368,106.3102,312.1,1,1,2023/10/26,1459,Terra,MODIS,84,61.03,295.2,9.3,N,0
-2.7817,105.998,338.6,1.1,1.1,2023/10/27,645,Aqua,MODIS,89,61.03,287.1,43.2,D,0
-3.0225,106.5068,347.6,1.1,1,2023/10/27,645,Aqua,MODIS,94,61.03,299.8,53.8,D,0
-3.0238,106.4973,317.3,1.1,1,2023/10/27,645,Aqua,MODIS,62,61.03,297.1,6.7,D,0
-2.7831,105.9881,349.3,1.1,1.1,2023/10/27,645,Aqua,MODIS,95,61.03,289.6,66.8,D,0
-2.622,106.3371,326.3,1.1,1,2023/10/27,645,Aqua,MODIS,75,61.03,301,16.9,D,0
-2.6148,106.3402,325.4,1.1,1,2023/10/27,645,Aqua,MODIS,78,61.03,301.5,17.1,D,0
-2.6162,106.3306,318.5,1.1,1,2023/10/27,645,Aqua,MODIS,51,61.03,301.6,9.3,D,0
-2.6,106.377,365.6,1.1,1,2023/10/27,645,Aqua,MODIS,100,61.03,306.2,103.5,D,0
-2.6014,106.3675,325.9,1.1,1,2023/10/27,645,Aqua,MODIS,78,61.03,304,16.8,D,0
-2.5743,106.4897,324.1,1.1,1,2023/10/27,645,Aqua,MODIS,52,61.03,290.8,16.8,D,0
-2.6005,106.3087,325.8,1.1,1,2023/10/27,645,Aqua,MODIS,76,61.03,299.9,17.7,D,0
-2.5913,106.3074,333.2,1.1,1,2023/10/27,645,Aqua,MODIS,85,61.03,298,30.5,D,0
-2.5927,106.2978,317.6,1.1,1,2023/10/27,645,Aqua,MODIS,52,61.03,296.2,11.4,D,0
-2.49,106.4322,317,1.1,1,2023/10/27,645,Aqua,MODIS,31,61.03,297.4,5.3,D,0
-2.8483,106.2493,310.6,1.4,1.2,2023/10/28,1442,Terra,MODIS,80,61.03,292.8,14,N,0
-1.8863,105.8365,314.1,1.1,1.1,2023/10/29,303,Terra,MODIS,58,61.03,296.7,7.5,D,0
-2.5567,106.0118,325.5,1.2,1.1,2023/10/29,303,Terra,MODIS,77,61.03,297.7,21.8,D,0
-2.1001,105.899,322.1,2,1.4,2023/10/29,630,Aqua,MODIS,77,61.03,297.7,38.3,D,0
-2.1072,105.9362,325.4,2,1.4,2023/10/29,630,Aqua,MODIS,80,61.03,297.4,42.2,D,0
-2.1046,105.9538,328,2,1.4,2023/10/29,630,Aqua,MODIS,82,61.03,296.7,51,D,0
-2.5894,106.3212,326.1,1.9,1.3,2023/10/29,630,Aqua,MODIS,75,61.03,293.9,50.8,D,0
-2.5869,106.338,312,1.9,1.3,2023/10/29,630,Aqua,MODIS,42,61.03,290.3,17.1,D,0
-2.7531,106.3734,315.7,1.9,1.3,2023/10/29,630,Aqua,MODIS,60,61.03,296.6,17.3,D,0
-2.7163,106.4292,336.7,1,1,2023/11/01,656,Aqua,MODIS,87,61.03,299.6,30,D,0
-2.3419,106.0878,315.7,1,1,2023/11/01,656,Aqua,MODIS,64,61.03,298.5,4.8,D,0
-2.8168,106.4309,327.6,1,1,2023/11/01,656,Aqua,MODIS,79,61.03,298.5,17.3,D,0
-2.8181,106.4217,320.8,1,1,2023/11/01,656,Aqua,MODIS,69,61.03,300.7,9.7,D,0
-2.742,106.562,323,1.1,1,2023/11/01,656,Aqua,MODIS,73,61.03,300.5,11.9,D,0
-2.7433,106.5527,342.4,1.1,1,2023/11/01,656,Aqua,MODIS,91,61.03,301.7,40.8,D,0
-2.7637,106.4136,324.6,1,1,2023/11/01,656,Aqua,MODIS,75,61.03,302.7,11.4,D,0
-2.7329,106.5606,338.3,1.1,1,2023/11/01,656,Aqua,MODIS,88,61.03,301.6,32.2,D,0
-2.7342,106.5513,337.9,1.1,1,2023/11/01,656,Aqua,MODIS,88,61.03,300.9,31.2,D,0
-2.7356,106.542,327.4,1.1,1,2023/11/01,656,Aqua,MODIS,76,61.03,299,15.3,D,0
-2.7066,106.5605,323.2,1.1,1,2023/11/01,656,Aqua,MODIS,71,61.03,301.2,11.1,D,0
-2.7079,106.5512,318,1.1,1,2023/11/01,656,Aqua,MODIS,45,61.03,300.5,5.5,D,0
-2.6894,106.6152,322.4,1.1,1,2023/11/01,656,Aqua,MODIS,62,61.03,302.4,8.5,D,0
-2.7109,106.4662,329.5,1,1,2023/11/01,656,Aqua,MODIS,80,61.03,300,19.3,D,0
-2.84,106.5258,330.5,1,1,2023/11/01,656,Aqua,MODIS,65,61.03,304.7,18.6,D,0
-2.215,105.9459,319.8,1,1,2023/11/01,657,Aqua,MODIS,62,61.03,299.4,9.6,D,0
-2.8444,106.516,300.3,1.9,1.4,2023/11/04,1432,Terra,MODIS,24,61.03,279.9,9.2,N,0
-2.5659,106.761,328.6,1,1,2023/11/05,254,Terra,MODIS,72,61.03,297.5,19.5,D,0
-2.5462,106.4982,320.2,1,1,2023/11/05,254,Terra,MODIS,62,61.03,297.7,10,D,0
-2.5475,106.5071,325.5,1,1,2023/11/05,254,Terra,MODIS,79,61.03,297.6,15.7,D,0
-2.7621,106.3751,308,1,1,2023/11/07,1456,Terra,MODIS,73,61.03,293.4,6.6,N,0
-2.8616,106.5279,314.1,1,1,2023/11/07,1456,Terra,MODIS,89,61.03,294.5,10.5,N,0
-2.8431,106.5189,305.6,1,1,2023/11/07,1456,Terra,MODIS,63,61.03,294.8,4.6,N,0
-2.8443,106.5101,317.1,1,1,2023/11/07,1456,Terra,MODIS,94,61.03,294.8,13.3,N,0
-2.833,106.5265,311.1,1,1,2023/11/07,1456,Terra,MODIS,82,61.03,295,8.1,N,0
-2.8467,106.5182,304.7,1.4,1.2,2023/11/07,1834,Aqua,MODIS,56,61.03,294.3,7.3,N,0
-1.7188,105.9442,311.8,2.1,1.4,2023/11/08,317,Terra,MODIS,51,61.03,294.2,12.9,D,0
-2.8635,106.5413,310.1,2.4,1.5,2023/11/08,318,Terra,MODIS,35,61.03,292.4,18.1,D,0
-2.8595,106.5362,312,2.4,1.5,2023/11/08,318,Terra,MODIS,37,61.03,292.2,23.1,D,0
-3.0529,106.6302,318.4,1,1,2023/11/08,653,Aqua,MODIS,67,61.03,301.1,8.1,D,0
-3.0542,106.6213,352.4,1,1,2023/11/08,653,Aqua,MODIS,96,61.03,302.3,59.9,D,0
-2.924,106.4993,319.4,1,1,2023/11/08,653,Aqua,MODIS,68,61.03,299.7,10,D,0
-2.8633,106.5291,326.6,1,1,2023/11/08,653,Aqua,MODIS,71,61.03,301.8,15.3,D,0
-2.8442,106.5354,325.8,1,1,2023/11/08,653,Aqua,MODIS,55,61.03,302.8,13.2,D,0
-2.8455,106.5265,346.3,1,1,2023/11/08,653,Aqua,MODIS,93,61.03,305.3,43.7,D,0
-2.8353,106.5341,322.1,1,1,2023/11/08,653,Aqua,MODIS,58,61.03,301.8,9.5,D,0
-2.8366,106.5252,347.4,1,1,2023/11/08,653,Aqua,MODIS,93,61.03,304.7,46.3,D,0
-2.5952,106.6048,320.4,1,1,2023/11/08,653,Aqua,MODIS,70,61.03,302.4,8.1,D,0
-2.5966,106.5323,316.7,1,1,2023/11/08,653,Aqua,MODIS,55,61.03,301.1,6.6,D,0
-2.5979,106.5234,316.1,1,1,2023/11/08,653,Aqua,MODIS,61,61.03,301.4,6.1,D,0
-2.8336,106.5359,302.7,2.4,1.5,2023/11/08,1915,Aqua,MODIS,51,61.03,292.3,15.3,N,0
-2.8381,106.5371,304.7,1.4,1.2,2023/11/09,1439,Terra,MODIS,46,61.03,292.9,6.8,N,0
-2.8398,106.5247,310.6,1.4,1.2,2023/11/09,1439,Terra,MODIS,80,61.03,293.3,13.2,N,0
-2.8294,106.5233,306.1,1.4,1.2,2023/11/09,1439,Terra,MODIS,67,61.03,292.7,8.5,N,0
-2.8318,106.5305,310.7,1.4,1.2,2023/11/09,1439,Terra,MODIS,81,61.03,293,13.5,N,0
-2.746,106.487,303.2,1.4,1.2,2023/11/09,1439,Terra,MODIS,54,61.03,291.3,6.6,N,0
-1.7151,105.9426,314.7,1.1,1,2023/11/10,301,Terra,MODIS,54,61.03,292.6,9.3,D,0
-2.6377,106.3955,326.4,1.2,1.1,2023/11/10,301,Terra,MODIS,80,61.03,296.8,22.8,D,0
-2.059,105.9625,322.6,1.4,1.2,2023/11/10,638,Aqua,MODIS,71,61.03,290,26.6,D,0
-2.0615,105.8712,318.7,1.5,1.2,2023/11/10,638,Aqua,MODIS,66,61.03,292.6,18.9,D,0
-1.9826,105.9331,311.5,1.4,1.2,2023/11/10,638,Aqua,MODIS,36,61.03,294,8.8,D,0
-2.441,106.1583,317.9,1.2,1.1,2023/11/13,704,Aqua,MODIS,63,61.03,296.4,10.3,D,0
-2.4579,106.3181,322.4,1.3,1.1,2023/11/13,704,Aqua,MODIS,68,61.03,293.6,15.9,D,0
-2.4563,106.3292,315.8,1.3,1.1,2023/11/13,704,Aqua,MODIS,42,61.03,294.4,7.5,D,0
-2.1715,105.9565,311,1.4,1.2,2023/11/15,308,Terra,MODIS,50,61.03,292.1,6.2,D,0
-2.4268,106.0481,317.5,1,1,2023/11/15,649,Aqua,MODIS,69,61.03,288.2,10,D,0
-2.4021,106.0911,317.1,1,1,2023/11/15,649,Aqua,MODIS,68,61.03,291.6,9.2,D,0
-2.4035,106.082,320.3,1,1,2023/11/15,649,Aqua,MODIS,73,61.03,291.2,12.6,D,0
-2.2398,106.1298,324.6,1,1,2023/11/15,649,Aqua,MODIS,78,61.03,285.6,20.8,D,0
-2.0426,105.7707,319.6,1,1,2023/11/15,649,Aqua,MODIS,72,61.03,298.8,9.1,D,0
-2.0439,105.7614,319.8,1,1,2023/11/15,649,Aqua,MODIS,72,61.03,298.9,9,D,0
-1.6511,105.4156,315.6,1.1,1,2023/11/15,649,Aqua,MODIS,68,61.03,298.7,5.8,D,0
-2.8545,106.4708,325.7,1,1,2023/11/15,649,Aqua,MODIS,82,61.03,287,19.6,D,0
-2.8558,106.4618,309.6,1,1,2023/11/15,649,Aqua,MODIS,58,61.03,284.4,5,D,0
-2.8882,106.2354,322,1,1,2023/11/15,649,Aqua,MODIS,0,61.03,287.5,14.3,D,0
-2.8146,106.4217,306.7,1,1,2023/11/15,649,Aqua,MODIS,43,61.03,276.3,4.5,D,0
-2.6692,106.3425,323.3,1,1,2023/11/15,649,Aqua,MODIS,71,61.03,292.2,14.6,D,0
-2.5841,106.7415,328.3,1,1,2023/11/15,649,Aqua,MODIS,83,61.03,286.4,18.8,D,0
-2.5854,106.7326,318.2,1,1,2023/11/15,649,Aqua,MODIS,69,61.03,287,8.1,D,0
-2.6323,106.2169,312.2,1,1,2023/11/15,649,Aqua,MODIS,43,61.03,290.5,3.9,D,0
-2.6336,106.2078,328.9,1,1,2023/11/15,649,Aqua,MODIS,83,61.03,292.3,21.1,D,0
-2.6349,106.1987,355.1,1,1,2023/11/15,649,Aqua,MODIS,98,61.03,293.4,69.4,D,0
-2.6259,106.1974,312.6,1,1,2023/11/15,649,Aqua,MODIS,54,61.03,290.4,4.8,D,0
-2.6376,106.1152,310.2,1,1,2023/11/15,649,Aqua,MODIS,49,61.03,287.5,4.3,D,0
-2.5376,106.556,318.1,1,1,2023/11/15,649,Aqua,MODIS,65,61.03,287.9,10.2,D,0
-2.4471,106.1593,314.7,1,1,2023/11/15,649,Aqua,MODIS,61,61.03,292.3,6.4,D,0
-2.4345,106.0585,316.4,1,1,2023/11/15,649,Aqua,MODIS,66,61.03,288.9,9.1,D,0
-2.4255,106.0572,334.2,1,1,2023/11/15,649,Aqua,MODIS,86,61.03,289.4,29.9,D,0
-2.8711,106.5509,315,1.1,1.1,2023/11/20,700,Aqua,MODIS,38,61.03,297.8,5.5,D,0
-2.8474,106.517,325.9,1.1,1.1,2023/11/20,700,Aqua,MODIS,68,61.03,301.4,14.9,D,0
-2.8135,106.5164,328.1,1.1,1.1,2023/11/20,700,Aqua,MODIS,78,61.03,301.4,17.8,D,0
-2.7882,106.362,327.7,1.1,1,2023/11/20,700,Aqua,MODIS,80,61.03,299.3,20.6,D,0
-2.7495,106.3663,320.8,1.1,1,2023/11/20,700,Aqua,MODIS,71,61.03,299,11.8,D,0
-2.751,106.3565,322.5,1.1,1,2023/11/20,700,Aqua,MODIS,74,61.03,299,14.1,D,0
-2.2986,106.1242,324.7,1.1,1,2023/11/20,700,Aqua,MODIS,78,61.03,296.6,16.5,D,0
-1.5807,105.9896,322.8,1,1,2023/11/29,248,Terra,MODIS,76,61.03,296.3,14.9,D,0
-1.5821,105.9988,315.9,1,1,2023/11/29,248,Terra,MODIS,61,61.03,297,7.8,D,0
-1.5819,105.9883,314,1.3,1.1,2023/11/29,642,Aqua,MODIS,34,61.03,293,10.3,D,0
-2.8389,106.5164,306.1,1.2,1.1,2023/12/11,1504,Terra,MODIS,67,61.03,290.1,6.8,N,0
-2.3379,106.0515,310.2,2,1.4,2023/12/13,633,Aqua,MODIS,20,61.03,290.3,12.3,D,0
-2.8094,106.4286,308.6,1.9,1.3,2023/12/13,633,Aqua,MODIS,51,61.03,282.9,9.4,D,0
-2.4244,106.2143,323.1,1.9,1.3,2023/12/13,633,Aqua,MODIS,69,61.03,287,40.9,D,0
-2.3305,106.0574,313.7,2,1.4,2023/12/13,633,Aqua,MODIS,57,61.03,290.4,18.8,D,0
-1.5543,105.7722,315.2,1,1,2023/12/16,659,Aqua,MODIS,58,61.03,288,9.6,D,0
-2.4906,106.4513,317.8,1.2,1.1,2023/12/18,643,Aqua,MODIS,62,61.03,297.7,9.5,D,0
-2.5958,106.3644,321.9,1.2,1.1,2023/12/18,643,Aqua,MODIS,75,61.03,298,14.8,D,0
-2.5974,106.3537,327.3,1.2,1.1,2023/12/18,643,Aqua,MODIS,80,61.03,297.7,23.2,D,0
-2.489,106.4619,335.2,1.2,1.1,2023/12/18,643,Aqua,MODIS,66,61.03,297.1,36.2,D,0
-2.6056,106.3658,320.1,1.2,1.1,2023/12/18,643,Aqua,MODIS,59,61.03,297.7,12.6,D,0
